  0.000000000	  0.000000000	  0.000000000	  0.000000000
  0.001000000	  0.009423228	  0.000000000	  0.009423228
  0.002000000	  0.018837156	  0.000000000	  0.018837156
  0.003000000	  0.028232494	  0.000000000	  0.028232494
  0.004000000	  0.037599970	  0.000000000	  0.037599970
  0.005000000	  0.046930340	  0.000000000	  0.046930340
  0.006000000	  0.056214394	  0.000000000	  0.056214394
  0.007000000	  0.065442972	  0.000000000	  0.065442972
  0.008000000	  0.074606966	  0.000000000	  0.074606966
  0.009000000	  0.083697332	  0.000000000	  0.083697332
  0.010000000	  0.092705098	  0.000000000	  0.092705098
  0.011000000	  0.101621376	  0.000000000	  0.101621376
  0.012000000	  0.110437366	  0.000000000	  0.110437366
  0.013000000	  0.119144367	  0.000000000	  0.119144367
  0.014000000	  0.127733787	  0.000000000	  0.127733787
  0.015000000	  0.136197150	  0.000000000	  0.136197150
  0.016000000	  0.144526102	  0.000000000	  0.144526102
  0.017000000	  0.152712425	  0.000000000	  0.152712425
  0.018000000	  0.160748038	  0.000000000	  0.160748038
  0.019000000	  0.168625013	  0.000000000	  0.168625013
  0.020000000	  0.176335576	  0.000000000	  0.176335576
  0.021000000	  0.183872116	  0.000000000	  0.183872116
  0.022000000	  0.191227197	  0.000000000	  0.191227197
  0.023000000	  0.198393560	  0.000000000	  0.198393560
  0.024000000	  0.205364132	  0.000000000	  0.205364132
  0.025000000	  0.212132034	  0.000000000	  0.212132034
  0.026000000	  0.218690588	  0.000000000	  0.218690588
  0.027000000	  0.225033321	  0.000000000	  0.225033321
  0.028000000	  0.231153973	  0.000000000	  0.231153973
  0.029000000	  0.237046504	  0.000000000	  0.237046504
  0.030000000	  0.242705098	  0.000000000	  0.242705098
  0.031000000	  0.248124172	  0.000000000	  0.248124172
  0.032000000	  0.253298378	  0.015707963	  0.253298378
  0.033000000	  0.258222608	  0.015707963	  0.258222608
  0.034000000	  0.262892004	  0.015707963	  0.262892004
  0.035000000	  0.267301957	  0.015707963	  0.267301957
  0.036000000	  0.271448116	  0.015707963	  0.271448116
  0.037000000	  0.275326388	  0.015707963	  0.275326388
  0.038000000	  0.278932946	  0.015707963	  0.278932946
  0.039000000	  0.282264231	  0.031415927	  0.282264231
  0.040000000	  0.285316955	  0.031415927	  0.285316955
  0.041000000	  0.288088106	  0.031415927	  0.288088106
  0.042000000	  0.290574948	  0.031415927	  0.290574948
  0.043000000	  0.292775029	  0.031415927	  0.292775029
  0.044000000	  0.294686175	  0.031415927	  0.294686175
  0.045000000	  0.296306502	  0.047123890	  0.296306502
  0.046000000	  0.297634410	  0.047123890	  0.297634410
  0.047000000	  0.298668589	  0.047123890	  0.298668589
  0.048000000	  0.299408019	  0.047123890	  0.299408019
  0.049000000	  0.299851968	  0.062831853	  0.299851968
  0.050000000	  0.300000000	  0.062831853	  0.300000000
  0.051000000	  0.299851968	  0.062831853	  0.299851968
  0.052000000	  0.299408019	  0.062831853	  0.299408019
  0.053000000	  0.298668589	  0.078539816	  0.298668589
  0.054000000	  0.297634410	  0.078539816	  0.297634410
  0.055000000	  0.296306502	  0.078539816	  0.296306502
  0.056000000	  0.294686175	  0.094247780	  0.294686175
