  0.000000000	  0.000000000	  0.000000000	  0.000000000
  0.001000000	  0.000064925	  0.000000000	  0.000064925
  0.002000000	  0.000134037	  0.000000000	  0.000134037
  0.003000000	  0.000207336	  0.000000000	  0.000207336
  0.004000000	  0.000284821	  0.000000000	  0.000284821
  0.005000000	  0.000366492	  0.000000000	  0.000366492
  0.006000000	  0.000452350	  0.000000000	  0.000452350
  0.007000000	  0.000542394	  0.000000000	  0.000542394
  0.008000000	  0.000636625	  0.000000000	  0.000636625
  0.009000000	  0.000735041	  0.000000000	  0.000735041
  0.010000000	  0.000837644	  0.000000000	  0.000837644
  0.011000000	  0.000944431	  0.000000000	  0.000944431
  0.012000000	  0.001055405	  0.000000000	  0.001055405
  0.013000000	  0.001170563	  0.000000000	  0.001170563
  0.014000000	  0.001289906	  0.000000000	  0.001289906
  0.015000000	  0.001413434	  0.000000000	  0.001413434
  0.016000000	  0.001541146	  0.000000000	  0.001541146
  0.017000000	  0.001673041	  0.000000000	  0.001673041
  0.018000000	  0.001809119	  0.000000000	  0.001809119
  0.019000000	  0.001949380	  0.000000000	  0.001949380
  0.020000000	  0.002093823	  0.000000000	  0.002093823
  0.021000000	  0.002242447	  0.000000000	  0.002242447
  0.022000000	  0.002395252	  0.000000000	  0.002395252
  0.023000000	  0.002552236	  0.000000000	  0.002552236
  0.024000000	  0.002713400	  0.000000000	  0.002713400
  0.025000000	  0.002878741	  0.000000000	  0.002878741
  0.026000000	  0.003048259	  0.000000000	  0.003048259
  0.027000000	  0.003221953	  0.000000000	  0.003221953
  0.028000000	  0.003399821	  0.000000000	  0.003399821
  0.029000000	  0.003581863	  0.000000000	  0.003581863
  0.030000000	  0.003768076	  0.000000000	  0.003768076
  0.031000000	  0.003958460	  0.000000000	  0.003958460
  0.032000000	  0.004153013	  0.000000000	  0.004153013
  0.033000000	  0.004351732	  0.000000000	  0.004351732
  0.034000000	  0.004554617	  0.000000000	  0.004554617
  0.035000000	  0.004761665	  0.000000000	  0.004761665
  0.036000000	  0.004972874	  0.000000000	  0.004972874
  0.037000000	  0.005188241	  0.000000000	  0.005188241
  0.038000000	  0.005407766	  0.000000000	  0.005407766
