0,0,0,0
0.001,0.000062892,0,0.000062892
0.002,0.000125902,0,0.000125902
0.003,0.000189033,0,0.000189033
0.004,0.000252282,0,0.000252282
0.005,0.000315651,0,0.000315651
0.006,0.000379139,0,0.000379139
0.007,0.000442746,0,0.000442746
0.008,0.000506473,0,0.000506473
0.009,0.000570318,0,0.000570318
0.01,0.000634283,0,0.000634283
0.011,0.000698367,0,0.000698367
0.012,0.00076257,0,0.00076257
0.013,0.000826892,0,0.000826892
0.014,0.000891333,0,0.000891333
0.015,0.000955894,0,0.000955894
0.016,0.001020573,0,0.001020573
0.017,0.001085371,0,0.001085371
0.018,0.001150288,0,0.001150288
0.019,0.001215323,0,0.001215323
0.02,0.001280478,0,0.001280478
0.021,0.001345752,0,0.001345752
0.022,0.001411144,0,0.001411144
0.023,0.001476655,0,0.001476655
0.024,0.001542285,0,0.001542285
0.025,0.001608033,0,0.001608033
0.026,0.001673901,0,0.001673901
0.027,0.001739886,0,0.001739886
0.028,0.001805991,0,0.001805991
0.029,0.001872214,0,0.001872214
0.03,0.001938555,0,0.001938555
0.031,0.002005015,0,0.002005015
0.032,0.002071594,0,0.002071594
0.033,0.002138291,0,0.002138291
0.034,0.002205106,0,0.002205106
0.035,0.00227204,0,0.00227204
0.036,0.002339092,0,0.002339092
0.037,0.002406262,0,0.002406262
0.038,0.002473551,0,0.002473551
0.039,0.002540958,0,0.002540958
0.04,0.002608483,0,0.002608483
0.041,0.002676126,0,0.002676126
0.042,0.002743887,0,0.002743887
0.043,0.002811766,0,0.002811766
0.044,0.002879764,0,0.002879764
0.045,0.002947879,0,0.002947879
0.046,0.003016112,0,0.003016112
0.047,0.003084464,0,0.003084464
0.048,0.003152933,0,0.003152933
0.049,0.00322152,0,0.00322152
0.05,0.003290224,0,0.003290224
0.051,0.003359047,0,0.003359047
0.052,0.003427987,0,0.003427987
0.053,0.003497045,0,0.003497045
0.054,0.003566221,0,0.003566221
0.055,0.003635514,0,0.003635514
0.056,0.003704924,0,0.003704924
0.057,0.003774452,0,0.003774452
0.058,0.003844098,0,0.003844098
0.059,0.003913861,0,0.003913861
0.06,0.003983742,0,0.003983742
0.061,0.004053739,0,0.004053739
0.062,0.004123855,0,0.004123855
0.063,0.004194087,0,0.004194087
0.064,0.004264436,0,0.004264436
0.065,0.004334903,0,0.004334903
0.066,0.004405487,0,0.004405487
0.067,0.004476188,0,0.004476188
0.068,0.004547005,0,0.004547005
0.069,0.00461794,0,0.00461794
0.07,0.004688992,0,0.004688992
0.071,0.004760161,0,0.004760161
0.072,0.004831446,0,0.004831446
0.073,0.004902848,0,0.004902848
0.074,0.004974367,0,0.004974367
0.075,0.005046003,0,0.005046003
0.076,0.005117755,0,0.005117755
0.077,0.005189624,0,0.005189624
0.078,0.005261609,0,0.005261609
0.079,0.005333711,0,0.005333711
0.08,0.005405929,0,0.005405929
0.081,0.005478264,0,0.005478264
0.082,0.005550715,0,0.005550715
0.083,0.005623282,0,0.005623282
0.084,0.005695966,0,0.005695966
0.085,0.005768765,0,0.005768765
0.086,0.005841681,0,0.005841681
0.087,0.005914713,0,0.005914713
0.088,0.00598786,0,0.00598786
0.089,0.006061124,0,0.006061124
0.09,0.006134504,0,0.006134504
0.091,0.006207999,0,0.006207999
0.092,0.00628161,0,0.00628161
0.093,0.006355337,0,0.006355337
0.094,0.00642918,0,0.00642918
0.095,0.006503138,0,0.006503138
0.096,0.006577212,0,0.006577212
0.097,0.006651401,0,0.006651401
0.098,0.006725706,0,0.006725706
0.099,0.006800126,0,0.006800126
0.1,0.006874661,0,0.006874661
0.101,0.006949312,0,0.006949312
0.102,0.007024078,0,0.007024078
0.103,0.007098959,0,0.007098959
0.104,0.007173955,0,0.007173955
0.105,0.007249066,0,0.007249066
0.106,0.007324292,0,0.007324292
0.107,0.007399633,0,0.007399633
0.108,0.007475088,0,0.007475088
0.109,0.007550659,0,0.007550659
0.11,0.007626344,0,0.007626344
0.111,0.007702144,0,0.007702144
0.112,0.007778058,0,0.007778058
0.113,0.007854087,0,0.007854087
0.114,0.00793023,0,0.00793023
0.115,0.008006488,0,0.008006488
0.116,0.00808286,0,0.00808286
0.117,0.008159346,0,0.008159346
0.118,0.008235946,0,0.008235946
0.119,0.008312661,0,0.008312661
0.12,0.008389489,0,0.008389489
0.121,0.008466432,0,0.008466432
0.122,0.008543488,0,0.008543488
0.123,0.008620658,0,0.008620658
0.124,0.008697942,0,0.008697942
0.125,0.00877534,0,0.00877534
0.126,0.008852851,0,0.008852851
0.127,0.008930476,0,0.008930476
0.128,0.009008214,0,0.009008214
0.129,0.009086066,0,0.009086066
0.13,0.009164031,0,0.009164031
0.131,0.009242109,0,0.009242109
0.132,0.009320301,0,0.009320301
0.133,0.009398605,0,0.009398605
0.134,0.009477023,0,0.009477023
0.135,0.009555553,0,0.009555553
0.136,0.009634197,0,0.009634197
0.137,0.009712953,0,0.009712953
0.138,0.009791822,0,0.009791822
0.139,0.009870803,0,0.009870803
0.14,0.009949898,0,0.009949898
0.141,0.010029104,0,0.010029104
0.142,0.010108423,0,0.010108423
0.143,0.010187855,0,0.010187855
0.144,0.010267398,0,0.010267398
0.145,0.010347054,0,0.010347054
0.146,0.010426822,0,0.010426822
0.147,0.010506702,0,0.010506702
0.148,0.010586694,0,0.010586694
0.149,0.010666797,0,0.010666797
